Crash ID,File Class,Incident #,Crash Date,Crash Time,No. of Units,Crash Type,Light,Road Surface Condition,Total Lanes,Speed Limit,Road Type,Driver Licence State,Age,Sex,Race,Total Occupants,Hazardous Action,Restraint,Airbag Deployed,Hospital,Ambulance,Year,Make,Color,Vehicle Type,Vehicle Direction,Vehicle Use,Action Prior,Narrative
1250945,9300-1,220015088,02/28/2022,08:57,02,Rear End,Daylight,Dry,04,40,Suffix,MI,24,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,RAM,BLACK,Pickup Truck,W,Private,Slowing/Stop on Roadway,IONITA STATED HE DID NOT REALIZE THE TRAFFIC HAD NOT MOVED. IONITA STATED HE LOOKED DOWN FOR A SECOND AND WHEN HE LOOKED UP IT WAS TOO LATE TO AVOID THE COLLISION.\N\NBECKER STATED SHE WAS STOPPED AT THE LIGHT WHEN SHE WAS REAR ENDED. BECKER BELIEVES THE LIGHT HAD TURNED GREEN AT SOME POINT BUT IT WAS NOT HER TURN TO DRIVE YET AS THERE WERE STILL PEOPLE IN FRONT OF HER WHO WERE ONLY MOVING SLOWLY. 
0342835,93001,12187722,03/20/2022,02:45,01,Single Motor Vehicle,Dark-Unlighted,Wet,02,65,HWY,MI,18,F,U,01,Careless Driving,Shoulder and Lap Belt,Not Deployed,UNIV OF MICHIGAN HEALTH SYSTEM,HURON VALLEY AMB INC,2018,FORD,BLK,"Passenger Car, SUV, Van",E,Private,Negotiating a Curve,Vehicle 1 was traveling eastbound in the right lane. The driver stated they were taking the exit but was traveling too fast and drove through the guard rail into a large ditch before finally colliding with a tree. 
1251531,9300-1,220015768,03/02/2022,15:07,02,Rear End,Daylight,Dry,05,45,ROAD,MI,16,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2009,CHEVROLET,BLUE,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,UNIT 2 WAS TRAVELING EB ON PLYMOUTH RD.\NUNIT 1 WAS ALSO TRAVELING EB ON PLYMOUTH RD BEHIND UNIT 2 \NUNIT 2 STATED A VEHICLE SLAMMED ON THIER BRAKES APPROACHING THE YELLOW LIGHT CAUSING HIM TO BRAKE HARD\NUNIT 1 WAS UNABLE TO STOP IN AN ASSURED CLEAR DISTANCE REAR ENDING UNIT 2. 
0342656,93001,12181422,03/17/2022,16:00,02,Rear End,Daylight,Dry,02,70,FWY,MI,71,M,W,02,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2017,BUICK,BLK,"Passenger Car, SUV, Van",N,Private,Slowing/Stop on Roadway,"UNITS 1 AND 2 WERE IN THE LEFT LANE OF US-23 NEAR HURON RIVER DRIVE. UNIT 2 BRAKED FOR RUSH HOUR TRAFFIC, AND UNIT 1 REAR-ENDED UNIT 2. I CITED THE DRIVER OF UNIT 1 FOR FAIL TO STOP WITHIN ASSURED CLEAR DISTANCE. NO INJURIES. "
0343393,93001,12183922,03/18/2022,14:00,02,Sideswipe-Same,Daylight,Dry,03,70,FWY,MI,85,F,W,01,Failed to Yield,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,NISSAN,WHI,"Passenger Car, SUV, Van",N,Private,Changing Lanes,U1 WAS CHANGING LANES AND STUCK U2. U1 LOSS CONTROL AND SPUN ACROSS MULTIPLE LANE AND STOPPED ON THE LEFT SHOULDER.  MULTIPLE WITNESSES STATED U1 TURNED INTO THE SEMI TRACTOR CAUSING THE CRASH. 
0343082,93001,12181922,03/17/2022,17:15,02,Rear End,Daylight,Dry,02,70,Suffix,MI,23,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2021,FREIGHTLINER,WHI,Truck / Bus,S,Commercial (Business),Going Straight Ahead,"BOTH VEHICLES WERE IN HEAVY STOP & GO TRAFFIC.  VEH #2 STARTED, MOVED FORWARD THEN STOPPED AGAIN.  VEH #1 ALSO MOVED FORWARD AND DID NOT STOP REAR ENDING VEH #2. "
1251661,9300-1,220008273,03/03/2022,08:46,03,Rear End,Daylight,Dry,02,45,RD,MI,35,F,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2016,FORD,BLACK,"Passenger Car, SUV, Van",W,Private,Going Straight Ahead,"REPORT:\NVEHICLE 3 WAS STOPPED WAITING TO TURN LEFT TO THE M-14 W/B ENTRANCE RAMP #030C.  VEH. 2 WAS STOPPED WAITING BEHIND VEHICLE 3.  VEHICLE 1 APPROACHED AND FAILED TO STOP, REAR-ENDING VEHICLE 2 AND PUSHING VEHICLE 2 INTO VEHICLE 3.\NNO REPORTED INJURIES. "
1252590,9300-1,220017027,03/07/2022,13:08,02,Angle,Daylight,Wet,05,45,Suffix,MI,37,F,B,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2015,JEEP,BLACK,"Passenger Car, SUV, Van",W,Private,Going Straight Ahead,UNIT 1 WAS TRAVELING WEST BOUND ON HURON RIVER DRIVE WITH A GREEN LIGHT.  UNIT 2 WAS STOPPED IN THE LEFT TURN LANE ON MCAULEY DRIVE AT A RED LIGHT.  ANOTHER VEHICLE ATTEMPTED TO TURN WEST BOUND ONTO CLARK FROM HEWITT ROAD.  THIS CAUSED UNIT 1 TO SWERVE RIGHT TO AVOID THAT VEHICLE CAUSING UNIT 1 TO STRIKE UNIT 2. 
1254336,93001,220018927,03/14/2022,08:04,02,Rear End,Daylight,Dry,04,50,ROAD,MI,60,F,W,01,Improper Lane Use,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2007,SATURN,BLUE,"Passenger Car, SUV, Van",E,Private,Stopped on Roadway,VEHICLE#1 WAS TURNING RIGHT FROM NORTH EARHART ONTO EB PLYMOUTH RD AND STOPPED IN THE MIDDLE OF THE ROAD THINKING IT WAS A TURN LANE. \N\NVEHICLE#2 WAS EB ON PLYMOUTH AND STRUCK VEHICLE#1 AS IT STOPPED INFRONT OF THEM ON PLYMOUTH RD. \N\NNO INJURIES REPORTED/MEDICAL REFUSED\N\NVEHICLE#1 FOUND AT FAULT FOR IMPROPER LANE USE CAUSING THE ACCIDENT. 
1254340,93001,220018691,03/13/2022,12:29,02,Angle,Daylight,Snow,02,45,ROAD,MI,28,M,A,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2021,TOYOTA,SILVER,"Passenger Car, SUV, Van",E,Private,Slowing/Stop on Roadway,VEHICLE#1 WAS TRAVELING EB ON WOODRIDGE @DIXBORO GOING TOO FAST FOR SNOWY CONDITIONS COULD NOT STOP AT STOP SIGN COLLIDED WITH VEHICLE#2\N\NVEHICLE#2 WAS TRAVELING SB ON DIXBORO@WOODRIDGE AND WAS STRUCK BY VEHICLE#1\N\NVEHICLE#1 IS AT FAULT FOR GOING TOO FAST FOR CONDITIONS UNBALE TO STOP FOR STOP SIGN \N\NNO INJUIRES/MEDICAL REFUSED. 
0342736,93001,12124422,02/21/2022,08:45,02,Sideswipe-Same,Daylight,Dry,02,70,FRWY,FL,59,F,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,HURON VALLEY AMB INC,2017,JEEP,ONG,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,"U1 DRIVER WAS DRIVING IN THE LEFT LANE OF THE WEST TRIPPLE FROM EB M-14 TO NB US-23. U1 ADVISED AN UNKNOWN SEMI HAD CROSSED THE CENTER LINE AND HAD STRUCK HER VEHICLE AND SHATTERED HER DRIVER SIDE WINDOW.  U1 PROVIDED A SUSPECT VEHICLE PLATE. I WAS ABLE TO OBTAIN THE VEHICLE INFORMATION, I CONTACTED CELLFOAM NORTH AMERICA WHO PUT ME IN TOUCH WITH THE RYDER TRUCK COMPANY. I THEN WAS ABLE TO SPEAK WITH THE DRIVER OF U2 WHO WAS IDENTIFIED AS JAMES BROWN. JAMES ADVISED HE DID NOT RECALL BEING IN ANY SORT OF CRASH ON THE DAY OF THE REPORT. I OBTAINED JAMES INFO AND ADDED IT TO THIS REPORT.  EMS WAS ON SCENE AND HELPED REMOVE A PIECE OF GLASS FROM U1 DRIVERS EYE. EMS CLEARED U1 DRIVER.  I ADVISED U1 DRIVER I COULD CALL A TOW FOR HER VEHICLE. U1 DRIVER REFUSED. "
0343216,93001,12159822,03/11/2022,05:01,01,Single Motor Vehicle,Dark-Unlighted,Snow,01,70,Suffix,FL,24,F,W,01,Speed Too Fast,Shoulder and Lap Belt,Deployed - Combination,NONE,REFUSED,2007,HONDA,GRY,"Passenger Car, SUV, Van",SW,Private,Negotiating a Curve,"Unit 1 was exiting W/B M-14 onto S/B US-23, negotiating a curve when Unit 1 lost control due to the snowy conditions, went off the right side of the roadway, and struck a guardrail.  Unit 1 then re-entered the roadway and came to rest partially blocking the lane.  Driver 1 complained of head pain and was evaluated by EMS but refused transport to the hospital.  Unit 1 was towed from the scene.    Unit 1 was at fault for VBSL-Too Fast, and Driver 1 was cited. "
0342895,93001,12190722,03/21/2022,17:17,02,Rear End,Daylight,Dry,03,70,Suffix,MI,25,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,GMC,BLK,"Passenger Car, SUV, Van",W,Private,Slowing/Stop on Roadway,Unit 1 was slowing for traffic and was rear ended by Unit 2. 
1255487,9300-1,220020124,03/17/2022,20:10,01,Single Motor Vehicle,Dark-Unlighted,Dry,02,55,Suffix,MI,31,M,A,02,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2022,MAZDA,BLUE,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,UNIT 1 TRAVELING NB ON NIXON. DEER EMERGES FROM THE EAST SIDE OF THE ROAD CAUSING COLLISION. NO INJ. MINOR VEH DAMAGE. 
1254579,9300-1,220001363,02/15/2022,14:09,02,Other,Daylight,Dry,04,45,PAVE,MI,18,M,B,02,None,Shoulder and Lap Belt,Deployed - Combination,REFUSED,REFUSED,2012,HONDA,SILVER,"Passenger Car, SUV, Van",N,Private,Turning Left,"DATE / TIME:\N02/15/2022  1400HRS\N\NINCIDENT:\NTWO VEHICLE PDA\N\NLOCATION:\NHURON RIVER DRIVE\N\NINFORMATION:\N\NRO WAS ADVISED OF AN ACCIDENT OCCURRING ON HURON RIVER DRIVE WHILE PATROLLING LOTS, UPON ARRIVAL OF LOT 4 RO SAW TWO VEHICLES DISABLED ON HURON RIVER DRIVE AT THE WEST SERVICE DRIVE ENTRANCE OF WASHTENAW COMMUNITY COLLEGE.\N\NBOTH DRIVERS AND ONE PASSENGER WERE OUT OF THE VEHICLES AT TIME OF ARRIVAL. RO SPOKE WITH EVERYONE CHECKING INJURY STATUS, ALL INDICATED BEING FINE, JUST A LITTLE SHOOK UP, DRIVER OF VEHICLE #2 INDICATED A LITTLE SHOULDER PAIN, BUT DECLINED MEDICAL ATTENTION.\N\NVEHICLE #1 WAS EXITING THE WEST SERVICE DRIVE ATTEMPTING TO TURN LEFT (NORTH) ONTO HURON RIVER DRIVE. VEHICLE #2 WAS TRAVELING EAST ON HURON RIVER DRIVE, WHEN VEHICLE #1 PULLED INTO THE ROADWAY, MAKING CONTACT WITH THE FRONT/RIGHT SIDE OF VEHICLE#2.\N\NBOTH VEHICLES HAD EXTENSIVE DAMAGE, AIR BAGS DEPLOYED AND NEEDING TO BE TOWED FROM THE SCENE. TRAFFIC WAS STEADY IN BOTH DIRECTIONS AT TIME OF ACCIDENT, NO WITNESSES AT SCENE.\N\NBOTH VEHICLES TOWED AWAY FROM AREA, OWNERS.\N\NDISPOSITION:\N\NCASE CLOSED "
1255536,9300-1,220020426,03/18/2022,19:20,01,Single Motor Vehicle,Daylight,Dry,02,55,Suffix,MI,36,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2021,DODGE,GRAY,Pickup Truck,NE,Private,Going Straight Ahead,UNIT 1 TRAVELING NE ON PONTIAC TRL. UNIT WASNT ABLE TO AVOID A COLLISION WITH A TRASH CAN THAT WAS LEFT IN THE ROADWAY DUE TO ONCOMING TRAFFIC. DAMAGE TO PASSENGER SIDE HEADLIGHT NO INJ 
0343525,93001,12205622,03/30/2022,07:45,01,Single Motor Vehicle,Dawn,Wet,02,70,Suffix,MI,21,F,W,01,Careless Driving,Shoulder and Lap Belt,Deployed - Side,UNIV OF MICHIGAN HEALTH SYSTEM,HURON VALLEY AMB INC,2021,TOYOTA,GRY,"Passenger Car, SUV, Van",N,Commercial (Business),Going Straight Ahead,"Unit 1 was N/B US-23 when it ran off the roadway on the left side, lost control, and impacted a ditch.   Driver 1 was transported to UofM Hospital reference minor injuries and to address unrelated health concerns. "
0342896,93001,12199221,03/25/2022,18:20,02,Rear End,Daylight,Dry,02,70,Suffix,MI,55,M,W,03,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2020,CADILLAC,BLK,"Passenger Car, SUV, Van",S,Private,Slowing/Stop on Roadway,"Unit 1 was slowing down for another crash that had just occured in front of him.  Unit 1 was rear ended by Unit 2.  I did not get information for passengers of Unit 1 whle on scene.  I receieved no return call from driver of unit 1 when calling to get that info, "
1254406,93001,220018657,03/13/2022,11:40,02,Angle,Daylight,Snow,04,50,ROAD,MI,17,M,A,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2015,TOYOTA,BLACK,"Passenger Car, SUV, Van",N,Private,Slowing/Stop on Roadway,VEHICLE#1WAS TRAVELING NB ON EARHART AND WAS GOING TOO FAST FOR CONDITION/COULD NOT STOP AND ENTERED INTERSECTION CAUSING COLLISION WITH VEHICLE#2.\N\NVEHICLE#2 EB PLYMOUTH CROSSING THROUGH EARHART AND WAS STRUCK BY VEHICLE#1.\N\NVEHICLE#1 AT FAULT FOR GOING TOO FAST FOR CONDITIONS \N\NNO INJURIES/MEDICAL REFUSED 
0343530,93001,12213922,04/03/2022,12:45,01,Single Motor Vehicle,Daylight,Dry,01,55,Suffix,TX,28,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2020,NISSAN,SIL,"Passenger Car, SUV, Van",W,Commercial (Business),Going Straight Ahead,Unit 1 was on ramp 023A from N/B US-23 to W/B M14 when a coyote ran into the roadway and impacted Unit 1.   This is a delayed report. Unit 1 does not have a phone number and there is a language barrier. 
0343380,93001,12223722,04/07/2022,13:36,01,Single Motor Vehicle,Daylight,Dry,03,70,HWY,MI,44,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2012,BMW,WHI,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,Driver stated he was traveling N/B on US 23 when a turkey entered the roadway causing him to crash into the animal. 
0343296,93001,12216522,04/04/2022,15:50,02,Rear End,Daylight,Dry,02,70,Suffix,MI,26,F,W,01,Unable to Stop,Shoulder and Lap Belt,Deployed - Front,NONE,REFUSED,2010,HONDA,SIL,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,"U1 DRIVER STATED SHE WAS TRAVELING IN THE RIGHT LANE WHEN SHE SUDDENLY REAR ENDED U2. U1 DRIVER STATED SHE MUST HAVE ZONED OUT OR LOOKED AWAY FROM THE ROAD BRIEFLY AND DID NOT SEE U2 SLOWING DOWN. U1 DRIVER WAS ADMIT THAT SHE WAS NOT TIRED, UTILIZING HER PHONE OR REACHING FOR ANYTHING.   U2 DRIVER STATED SHE WAS TRAVELING IN THE RIGHT LANE WHEN TRAFFIC STARTED TO BECOME CONGESTED. U2 DRIVER STATED SHE STARTED TO SLOW DOWN WHEN U1 SUDDENLY REAR ENDED HER.  WITNESS ON SCENE ADVISED HE WAS TRAVELING IN THE RIGHT LANE BEHIND U1 AT THE TIME OF THE CRASH. WITNESS ADVISED HE SAW TRAFFIC SLOWING DOWN AHEAD OF HIM. WITNESS STATED U1 DID NOT ATTEMPT TO SLOW DOWN ND REAR ENDED U2. "
0343239,93001,12215922,04/04/2022,11:35,02,Rear End,Daylight,Wet,03,70,Suffix,MI,57,F,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2006,CHEVROLET,WHI,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,"U1 DRIVER STATED SHE WAS TRAVELING SOUTH IN THE LEFT LANE BEHIND AN UNKNOWN GRAY SUV, WHEN THE UNKNOWN GRAY SUV SUDDENLY STARTED BREAKING. U1 DRIVER STATED SHE ATTEMPTED TO SWERVE INTO THE FLEX LANE TO AVOID COLLISION, HOWEVER SHE STRUCK THE REAR END OF THE UNKNOWN GRAY SUV. U1 DRIVER STATED SHE COULD SEE DAMAGE ON THE UNKNOWN GRAY SUV, HOWEVER THE VEHICLE CONTINUED TRAVELING SOUTH AND DID NOT PULL OVER. "
0343421,93001,12224322,04/07/2022,16:40,02,Rear End,Daylight,Dry,02,70,FWY,MI,48,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,CHEVROLET,BLK,"Passenger Car, SUV, Van",N,Private,Slowing/Stop on Roadway,BOTH VEHICLES WERE TRAVELING NB ON US 23 NEAR HURON RIVER DRIVE IN THE LEFT LANE.  BOTH DRIVERS ADVISED TRAFFIC SLOWED FOR NORMAL CONGESTION.  THE DRIVER OF VEHICLE 1 STATED HE COULD NOT STOP IN TIME AND COLLIDED WITH THE REAR OF VEHICLE 2.  THE COLLISION CAUSED DISABLING DAMAGE TO THE FRONT BUMPER / HOOD / GRILLE AREA OF VEHICLE 1 AND FUNCTIONAL DAMAGE TO THE REAR BUMPER / TRUNK OF VEHICLE 2.  DRIVER OF VEHICLE 2 WAS EVALUATED ON SCENE BY HURON VALLEY AMBULANCE FOR KNEE PAIN BUT DID NOT WISH TO BE TRANSPORTED TO THE HOSPITAL.  NO OTHER INJURIES REPORTED. 
0343358,93001,12220422,04/06/2022,14:25,02,Other,Daylight,Wet,02,70,FWY,MI,59,M,H,02,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2019,RAM,GRY,Pickup Truck,S,Private,Negotiating a Curve,Unit 1 lost control while traveling in the right lane and crossed th center line. Unit 2 was unable to avoid Unit 1 after Unit 1 crossed into the left lane. Unit 1 struck Unit 2 and both went into the ditch on the left shoulder where Unit 2 then struck a tree. No injuries reported. 
0343156,93001,12225622,04/08/2022,15:45,02,Rear End,Daylight,Wet,01,70,Suffix,MI,22,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2021,FORD,SIL,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,VEH #2 MOVED FORWARD OF THE LIMIT LINE TO ON THE ENTRANCE RAMP TO MERGE INTO TRAFFIC THEN STOPPED YIELDING THE RIGHT OF WAY TO E/B M14 TRAFFIC.  THE DRIVER OF VEH #1 WAS WATCHING E/B TRAFFIC TO HIS LEFT AND DROVE INTO THE BACK OF VEH #2. 
0342993,93001,12237522,04/13/2022,15:45,02,Sideswipe-Same,Daylight,Wet,03,70,Suffix,FL,67,M,W,02,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2018,LINCOLN,BLU,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,"Unit 2 was changing lanes from left to middle lane.  Unit 2 struck Unit 1 in the middle lane causing tire rub damage and some scrapes  Unit 2 did not stop.  Driver of Unit 1 described the driver of unit 2 as a white female possibly in her 30s.   A plate was provided for Unit 2, MI/JP341 returned no record. "
0343461,93001,12231322,04/11/2022,10:22,02,Rear End,Daylight,Dry,02,70,FWY,MI,21,M,W,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2012,CHEVROLET,BLK,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,Unit 1 was unable to stop in a safe distance before hitting Unit 2. No injuries reported. 
0342916,93001,12185922,03/19/2022,13:39,01,Single Motor Vehicle,Daylight,Wet,02,65,Suffix,MI,26,F,W,01,Speed Too Fast,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2010,MERCURY,WHI,"Passenger Car, SUV, Van",SW,Private,Changing Lanes,Unit 1 was traveling WB M-14 near Barton Dr. Driver 1 was about to miss her exit and attempted to exit onto Barton Dr crossing the gore. Unit 1 lost control and striked the guardrail. No injuries were reported. 
0343568,93001,12235122,04/12/2022,15:45,02,Rear End,Daylight,Dry,02,70,FWY,MI,24,M,B,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2017,HONDA,GRY,"Passenger Car, SUV, Van",N,Private,Going Straight Ahead,Unit 1 was unable to stop in a safe distance before hitting Unit 2. No injuries reported. 
0343478,93001,12243922,04/15/2022,16:41,02,Rear End,Daylight,Wet,02,70,FWY,MI,21,F,B,01,Unable to Stop,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2006,TOYOTA,BLU,"Passenger Car, SUV, Van",S,Private,Slowing/Stop on Roadway,BOTH VEHICLES WERE TRAVELING SB ON US 23 IN THE LEFT LANE WHEN TRAFFIC SLOWED FOR NORMAL CONGESTION.  VEHICLE 1 WAS UNABLE TO SLOW IN TIME AND COLLIDED WITH THE REAR OF VEHICLE 2.  THE COLLISION CAUSED DISABLING DAMAGE TO THE FRONT BUMPER / HOOD AREA OF VEHICLE 1 AND FUNCTIONAL DAMAGE TO THE REAR BUMPER / TRAILER HITCH OF VEHICLE 2.  NO INJURIES REPORTED ON SCENE. 
0343547,93001,12245522,04/16/2022,09:15,02,Sideswipe-Same,Daylight,Dry,02,65,Suffix,MI,77,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2009,TOYOTA,SIL,Pickup Truck,E,Private,Going Straight Ahead,"Vehicle #1 was traveling east on M-14 in the left lane. Vehicle #2 was merging onto M-14 from Barton Dr. at a high rate of speed. Vehicle #2 disregarded the stop sign, crossed into the left lane and struck Unit #1. "
0343341,93001,12249122,04/18/2022,13:20,02,Head On,Daylight,Snow,03,70,Suffix,MI,23,F,W,01,Speed Too Fast,Shoulder and Lap Belt,Deployed - Combination,UNIV OF MICHIGAN HEALTH SYSTEM,HURON VALLEY AMB INC,2015,CHEVROLET,WHI,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,Unit 1 was traveling too fast for conditions and lost control causing her to spin across all three lanes. Unit 1 spun around facing east and struck unit 2 head on which was located in the right lane. Unit 1 then traveled back across all thress lanes and struck the guardrail on the left. Unit 2 also traveled across all 3 lanes and struck the guardrail on the left. Unit 1's driver had a large bump on her head and had complaint of dizziness and a sore head. Unit 1's driver was evaluated by HVA and taken to Michigan Medicine for further evaluation. 
1259242,9300-1,220012950,04/05/2022,17:31,02,Rear End,Daylight,Dry,02,55,Suffix,MI,22,Not found,Not found,01,Unknown,Restraint Use Unknown,Unknown,NONE,NONE,2017,Model,VIN,Special Vehicles,Not found,Action Prior,Going Straight Ahead,"UNIT 2 EXITED SOUTH BOUND US 23 ONTO RAMP 020C TOWARDS GEDDESS RD.\N\NMOMENTS LATER, UNIT 1 EXITED SOUTH BOUND US 23  ONTO RAMP 020C TOWARDS GEDDES RD.\N\NUNIT 2 STOPPED AT THE ROUNDABOUT ON RAMP 020C AND GEDDES TO ALLOW TRAFFIC TO CLEAR BEFORE PROCEEDING.\N\NWHILE UNIT 2 WAITED AT THE YEILD SIGN, UNIT 1 REAR END UNIT 2 AND LEFT THE LOCATION ON THE ACCIDENT FAILING TO STOP AND IDENTIFY.\N\NDRIVER UNIT 2 COMPLAINED PREVIOUS BACK INJURY BUT REFUSED MEDICAL TREATMENT. UNIT 2 WAS DRIVEABLE FROM THE SCENE. "
1254833,93001,220019542,03/16/2022,08:04,02,Angle,Daylight,Dry,04,50,ROAD,MI,21,M,W,01,Failed to Yield,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2004,JEEP,BLUE,"Passenger Car, SUV, Van",N,Private,Turning Left,VEHICLE#1 WAS TRAVELING NB ON OLD EARHART AND ATTEMPTED TO MAKE A LEFT TURN ONTO PLYMOUTH RD AND STRUCK VEHICLE#2.\N\NVEHICLE#2 WAS TRAVELING EB ON PLYMOUTH AND VEHICLE#1 PULLED OUT IN FRONT CAUSING AN ACCIDENT.\N\NVEHICLE #1 IS AT FAULT IN THE ACCIDENT FAILING TO YIELD\N\NNO INJURIES/MEDICAL REFUSED 
0343539,93001,12243122,04/15/2022,13:00,01,Single Motor Vehicle,Daylight,Wet,02,70,Suffix,OH,55,M,W,01,Other,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2012,BUICK,WHI,"Passenger Car, SUV, Van",E,Private,Going Straight Ahead,Unit #1 was traveling east on M-14 in the left lane when Driver #1 started choking. Driver #1 lost control of the vehicle and exited the roadway left. Vehicle #1 sustained damage to the undercarriage of his vehicle. 
0343427,93001,12257622,04/16/2022,06:00,01,Single Motor Vehicle,Dark-Unlighted,Dry,02,70,HWY,MI,34,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2019,JEEP,GRY,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,*This crash was taken via TX.*  Driver stated he was traveling S/B on US 23 on the West Triple when a deer entered the road way causing him to crash into the deer. 
0343548,93001,12245622,04/16/2022,09:15,03,Rear End,Daylight,Dry,02,65,Suffix,MI,44,M,W,02,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2009,PORSCHE,ONG,"Passenger Car, SUV, Van",E,Private,Slowing/Stop on Roadway,"Units #1, #2, and #3 were traveling east on M-14 in the left lane when a separate vehicle accident took place in front of them (See UD-10 #343547 for other accident). All units were attempting to stop on the freeway. Unit # 3 was not able to stop in time and rear ended Unit #2. Unit #2 then rear ended Unit #1. "
0343197,93001,12252722,04/19/2022,06:48,02,Sideswipe-Same,Dark-Unlighted,Slush,03,70,Suffix,MI,35,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2014,FORD,BLK,"Passenger Car, SUV, Van",S,Private,Going Straight Ahead,Unit 2 drifted into Unit 1 lane. Unit 1 attempted to avoid Unit 2 but was unabe to before Unit 2 hit them. No injuries reported. 
0343470,93001,12250522,04/19/2022,16:00,01,Single Motor Vehicle,Daylight,Wet,02,70,FWY,MI,45,M,W,01,None,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2002,FREIGHTLINER,BLK,Truck / Bus,W,Commercial (Business),Going Straight Ahead,"UNIT 1 WAS WESTBOUND ON M-14. AS UNIT 1 WAS DRIVING, THE DRIVER NOTICED SMOKE COMING FROM THE ENGINE. AFTER THE DRIVER PULLED OVER AND OPENED THE ENGINE COMPARTMENT, HE NOTICED FLAMES. THE DRIVER EXTINGUISHED THE FLAMES USING A FIRE EXTINGUISHER. THE DRIVER CALLED FOR A TOW TRUCK FROM HIS COMPANY. THERE WERE NO INJURIES. "
0342880,93001,12248622,04/18/2022,11:30,01,Single Motor Vehicle,Daylight,Dry,02,70,FWY,MI,24,M,W,02,Other,Shoulder and Lap Belt,Not Deployed,NONE,NONE,2002,CHEVROLET,TAN,Pickup Truck,N,Private,Negotiating a Curve,Unit 1 crashed in the median while towing a rental trailer and skid steer rental from Sunbelt Rentals in Ann Arbor. Unit 1 driver and passenger advised the trailer began to wobble left and right in teh curve before the driver lost control. Improper load and/or speed too fast appear to have contributed to the crash. No injuries reported. 
1258916,93001,220024102,03/31/2022,11:20,01,Single Motor Vehicle,Daylight,Dry,02,45,ROAD,MI,48,M,W,02,None,Shoulder and Lap Belt,Not Deployed,REFUSED,REFUSED,2012,DODGE,WHITE,Pickup Truck,S,Private,Going Straight Ahead,VEHICLE#1 WAS TRAVELING SB ON DIXBORO NORTH OF GEDDES WHEN A TREE FELL ON THEIR TRUCK. \NBOTH DRIVER AND PASSENGER HAS MINOR INJURIES BUT REFUSED MEDICAL TREATMENT ON SCENE. \NVEHICLE WAS TOWED VIA BREWERS TOWING. \NA SECOND VEHICLE WHITE PORCHE WAS DAMAGED AFTER RUNNING OVER A TREE LIMB AND WILL BE DOCUMENTED ON REPORT 22-25198. 
